 , date, time, times, wifi_ssid_name, stutus_result   , play youtube, local host      , bytes transmitted, average cpu load, (Mb)          , (MB/s)          
  ,2021/5/12, 03:42:14 ,247,CBN_CH8679G_Nelson-24G ,Scanning ,Played ,10.118.252.82 ,113327110,46.63914247,904.2423917,107.7940931
  ,2021/5/12, 03:43:48 ,    ,CBN_CH8679G_Nelson-5G ,Successed ,Played ,10.118.252.82 ,112672040,82.67321925,898.4912454,107.108503
  ,2021/5/12, 03:45:08 ,248,CBN_CH8679G_Nelson-24G ,Disconnected ,Played ,10.118.252.82 ,102190920,86.1808348,815.8850095,97.26107234
  ,2021/5/12, 03:46:44 ,    ,CBN_CH8679G_Nelson-5G ,Successed ,Played ,10.118.252.82 ,113982180,45.9719144,910.8463305,108.581344
  ,2021/5/12, 03:48:03 ,249,CBN_CH8679G_Nelson-24G ,Connecting ,Played ,10.118.252.82 ,112672040,54.00727234,896.8909075,106.9177279
  ,2021/5/12, 03:49:36 ,    ,CBN_CH8679G_Nelson-5G ,Successed ,Played ,10.118.252.82 ,108086550,46.72289105,860.9438504,102.6325047
  ,2021/5/12, 03:50:51 ,250,CBN_CH8679G_Nelson-24G ,Scanning ,Played ,10.118.252.82 ,115947390,45.98505164,923.8540159,110.1319809
  ,2021/5/12, 03:52:24 ,    ,CBN_CH8679G_Nelson-5G ,Successed ,Played ,10.118.252.82 ,108741620,89.31018404,866.2427113,103.2641782
  ,2021/5/12, 03:53:42 ,251,CBN_CH8679G_Nelson-24G ,Scanning ,Played ,10.118.252.82 ,113982180,90.24961054,911.2224114,108.6261763
  ,2021/5/12, 03:55:07 ,    ,CBN_CH8679G_Nelson-5G ,Successed ,Played ,10.118.252.82 ,107431480,68.58162516,856.6079199,102.1156216
  ,2021/5/12, 03:56:22 ,252,CBN_CH8679G_Nelson-24G ,Scanning ,Played ,10.118.252.82 ,105466270,57.47498965,841.1511377,100.2730295
  ,2021/5/12, 03:57:40 ,    ,CBN_CH8679G_Nelson-5G ,Scanning ,Played ,10.118.252.82 ,98260500,66.35057707,783.066779,93.34883439
  ,2021/5/12, 03:58:58 ,253,CBN_CH8679G_Nelson-24G ,Scanning ,Played ,10.118.252.82 ,117912600,63.86959014,942.3555919,112.3375406
  ,2021/5/12, 04:00:23 ,    ,CBN_CH8679G_Nelson-5G ,Successed ,Played ,10.118.252.82 ,108741620,45.81260481,866.6027524,103.3070984
  ,2021/5/12, 04:01:54 ,254,CBN_CH8679G_Nelson-24G ,Successed ,Played ,10.118.252.82 ,112016970,44.41898512,894.0785053,106.5824634
  ,2021/5/12, 04:03:05 ,    ,CBN_CH8679G_Nelson-5G ,Scanning ,Played ,10.118.252.82 ,113982180,63.81516226,909.8095408,108.457749
  ,2021/5/12, 04:04:15 ,255,CBN_CH8679G_Nelson-24G ,Scanning ,Played ,10.118.252.82 ,108086550,42.79549439,863.5299925,102.9407969
  ,2021/5/12, 04:05:46 ,    ,CBN_CH8679G_Nelson-5G ,Successed ,Played ,10.118.252.82 ,110051760,63.05739842,878.2335218,104.6935942
  ,2021/5/12, 04:07:04 ,256,CBN_CH8679G_Nelson-24G ,Scanning ,Played ,10.118.252.82 ,108741620,42.88988305,869.8338302,103.6922729
  ,2021/5/12, 04:08:39 ,    ,CBN_CH8679G_Nelson-5G ,Successed ,Played ,10.118.252.82 ,110051760,48.39813943,880.2249943,104.9309962
  ,2021/5/12, 04:09:58 ,257,CBN_CH8679G_Nelson-24G ,Scanning ,Played ,10.118.252.82 ,110706830,70.38357666,882.002397,105.1428791
  ,2021/5/12, 04:11:29 ,    ,CBN_CH8679G_Nelson-5G ,Successed ,Played ,10.118.252.82 ,115292320,50.51680765,918.7198023,109.5199349
  ,2021/5/12, 04:12:52 ,258,CBN_CH8679G_Nelson-24G ,Successed ,Played ,10.118.252.82 ,116602460,45.17449014,932.7256136,111.1895577
  ,2021/5/12, 04:14:09 ,    ,CBN_CH8679G_Nelson-5G ,Successed ,Played ,10.118.252.82 ,116602460,42.17277501,929.914628,110.8544621
  ,2021/5/12, 04:15:18 ,259,CBN_CH8679G_Nelson-24G ,Scanning ,Played ,10.118.252.82 ,115292320,57.54020834,919.4954336,109.6123974
  ,2021/5/12, 04:16:34 ,    ,CBN_CH8679G_Nelson-5G ,Successed ,Played ,10.118.252.82 ,117257530,47.02630283,928.9389598,110.7381534
  ,2021/5/12, 04:17:45 ,260,CBN_CH8679G_Nelson-24G ,Scanning ,Played ,10.118.252.82 ,101535850,85.17121859,808.4459002,96.3742614
  ,2021/5/12, 04:19:02 ,    ,CBN_CH8679G_Nelson-5G ,Successed ,Played ,10.118.252.82 ,110706830,45.82641968,884.7221,105.467093
  ,2021/5/12, 04:20:12 ,261,CBN_CH8679G_Nelson-24G ,Scanning ,Played ,10.118.252.82 ,108741620,41.66391239,869.8278168,103.6915561
  ,2021/5/12, 04:21:39 ,    ,CBN_CH8679G_Nelson-5G ,Successed ,Played ,10.118.252.82 ,118567670,43.5954541,948.4436733,113.0632965
  ,2021/5/12, 04:22:45 ,262,CBN_CH8679G_Nelson-24G ,Scanning ,Played ,10.118.252.82 ,113327110,44.6678371,904.9436969,107.8776952
  ,2021/5/12, 04:24:07 ,    ,CBN_CH8679G_Nelson-5G ,Successed ,Played ,10.118.252.82 ,113327110,42.50069672,904.9979702,107.8841651
  ,2021/5/12, 04:25:16 ,263,CBN_CH8679G_Nelson-24G ,Scanning ,Played ,10.118.252.82 ,113327110,58.12213915,903.7438121,107.7346578
  ,2021/5/12, 04:26:41 ,    ,CBN_CH8679G_Nelson-5G ,Successed ,Played ,10.118.252.82 ,108086550,60.29789818,864.5911879,103.0673013
  ,2021/5/12, 04:27:53 ,264,CBN_CH8679G_Nelson-24G ,Scanning ,Played ,10.118.252.82 ,117912600,50.24355485,942.6353396,112.3708891
  ,2021/5/12, 04:29:22 ,    ,CBN_CH8679G_Nelson-5G ,Successed ,Played ,10.118.252.82 ,114637250,34.86732079,914.2464727,108.9866725
  ,2021/5/12, 04:30:31 ,265,CBN_CH8679G_Nelson-24G ,Scanning ,Played ,10.118.252.82 ,113327110,46.55880419,903.8510033,107.747436
  ,2021/5/12, 04:31:51 ,    ,CBN_CH8679G_Nelson-5G ,Successed ,Played ,10.118.252.82 ,111361900,56.67543817,889.4864184,106.035044
  ,2021/5/12, 04:33:03 ,266,CBN_CH8679G_Nelson-24G ,Scanning ,Played ,10.118.252.82 ,116602460,43.18490478,931.6466544,111.0609358
  ,2021/5/12, 04:34:12 ,    ,CBN_CH8679G_Nelson-5G ,Scanning ,Played ,10.118.252.82 ,113982180,60.51555001,908.5846926,108.3117357
  ,2021/5/12, 04:35:24 ,267,CBN_CH8679G_Nelson-24G ,Scanning ,Played ,10.118.252.82 ,113982180,55.86173445,907.7561685,108.2129679
  ,2021/5/12, 04:36:53 ,    ,CBN_CH8679G_Nelson-5G ,Successed ,Played ,10.118.252.82 ,116602460,52.16772692,932.4737515,111.1595334
  ,2021/5/12, 04:38:09 ,268,CBN_CH8679G_Nelson-24G ,Successed ,Played ,10.118.252.82 ,119222740,56.56719524,953.6827842,113.6878472
  ,2021/5/12, 04:39:27 ,    ,CBN_CH8679G_Nelson-5G ,Successed ,Played ,10.118.252.82 ,117257530,46.40382513,935.0979734,111.4723651
  ,2021/5/12, 04:40:51 ,269,CBN_CH8679G_Nelson-24G ,Successed ,Played ,10.118.252.82 ,119877810,48.87684046,954.4696212,113.7816454
  ,2021/5/12, 04:42:05 ,    ,CBN_CH8679G_Nelson-5G ,Successed ,Played ,10.118.252.82 ,118567670,60.39083933,941.9308055,112.2869021
  ,2021/5/12, 04:43:24 ,270,CBN_CH8679G_Nelson-24G ,Successed ,Played ,10.118.252.82 ,117912600,43.74726319,942.4734429,112.3515895
  ,2021/5/12, 04:44:45 ,    ,CBN_CH8679G_Nelson-5G ,Successed ,Played ,10.118.252.82 ,110051760,60.68720635,878.9392288,104.777721
  ,2021/5/12, 04:46:06 ,271,CBN_CH8679G_Nelson-24G ,Successed ,Played ,10.118.252.82 ,113327110,48.18217354,902.5796674,107.5958809
  ,2021/5/12, 04:47:21 ,    ,CBN_CH8679G_Nelson-5G ,Successed ,Played ,10.118.252.82 ,115947390,39.64585056,926.1685487,110.4078947
  ,2021/5/12, 04:48:39 ,272,CBN_CH8679G_Nelson-24G ,Scanning ,Played ,10.118.252.82 ,110706830,66.91479382,885.0749727,105.5091587
  ,2021/5/12, 04:50:02 ,    ,CBN_CH8679G_Nelson-5G ,Successed ,Played ,10.118.252.82 ,112672040,44.80597748,886.6474963,105.6966181
  ,2021/5/12, 04:51:15 ,273,CBN_CH8679G_Nelson-24G ,Scanning ,Played ,10.118.252.82 ,118567670,37.22535142,944.3004211,112.5693823
  ,2021/5/12, 04:52:45 ,    ,CBN_CH8679G_Nelson-5G ,Successed ,Played ,10.118.252.82 ,110706830,55.29865845,871.4903127,103.889741
  ,2021/5/12, 04:54:01 ,274,CBN_CH8679G_Nelson-24G ,Scanning ,Played ,10.118.252.82 ,110051760,47.12622777,878.3429826,104.7066429
  ,2021/5/12, 04:55:33 ,    ,CBN_CH8679G_Nelson-5G ,Successed ,Played ,10.118.252.82 ,112016970,65.22412732,892.5591851,106.4013463
  ,2021/5/12, 04:56:49 ,275,CBN_CH8679G_Nelson-24G ,Connecting ,Played ,10.118.252.82 ,115947390,49.84105536,926.3758463,110.4326065
  ,2021/5/12, 04:58:18 ,    ,CBN_CH8679G_Nelson-5G ,Successed ,Played ,10.118.252.82 ,119222740,70.11500491,952.550099,113.5528206
  ,2021/5/12, 04:59:17 ,276,CBN_CH8679G_Nelson-24G ,Connecting ,Played ,10.118.252.82 ,117257530,44.49081864,927.578522,110.5759766
  ,2021/5/12, 05:00:39 ,    ,CBN_CH8679G_Nelson-5G ,Successed ,Played ,10.118.252.82 ,114637250,60.74748849,915.4520954,109.1303939
  ,2021/5/12, 05:02:03 ,277,CBN_CH8679G_Nelson-24G ,Successed ,Played ,10.118.252.82 ,113327110,38.63256726,906.0794069,108.0130824
  ,2021/5/12, 05:03:24 ,    ,CBN_CH8679G_Nelson-5G ,Successed ,Played ,10.118.252.82 ,118567670,58.90505572,941.9421791,112.288258
  ,2021/5/12, 05:04:38 ,278,CBN_CH8679G_Nelson-24G ,Scanning ,Played ,10.118.252.82 ,114637250,44.85444438,914.118938,108.9714692
  ,2021/5/12, 05:06:12 ,    ,CBN_CH8679G_Nelson-5G ,Successed ,Played ,10.118.252.82 ,107431480,83.69475335,858.4620399,102.3366499
  ,2021/5/12, 05:07:20 ,279,CBN_CH8679G_Nelson-24G ,Connecting ,Played ,10.118.252.82 ,119877810,44.73438751,954.572229,113.7938772
  ,2021/5/12, 05:08:38 ,    ,CBN_CH8679G_Nelson-5G ,Successed ,IGNORE ,10.118.252.82 ,117257530,40.27971443,936.1401089,111.5965973
  ,2021/5/12, 05:09:57 ,280,CBN_CH8679G_Nelson-24G ,Disconnected ,Played ,10.118.252.82 ,113982180,46.34791133,910.5982395,108.5517692
  ,2021/5/12, 05:11:17 ,    ,CBN_CH8679G_Nelson-5G ,Successed ,Played ,10.118.252.82 ,115292320,46.12663262,922.2462101,109.9403155
  ,2021/5/12, 05:12:41 ,281,CBN_CH8679G_Nelson-24G ,Successed ,Played ,10.118.252.82 ,115947390,38.27671413,925.9529695,110.3821957
  ,2021/5/12, 05:14:11 ,    ,CBN_CH8679G_Nelson-5G ,Successed ,Played ,10.118.252.82 ,113327110,54.42489982,904.8317251,107.8643471
  ,2021/5/12, 05:15:25 ,282,CBN_CH8679G_Nelson-24G ,Scanning ,Played ,10.118.252.82 ,115292320,49.55007817,920.8579173,109.7748181
  ,2021/5/12, 05:16:57 ,    ,CBN_CH8679G_Nelson-5G ,Successed ,Played ,10.118.252.82 ,112672040,47.0229835,899.3716428,107.2134546
  ,2021/5/12, 05:18:19 ,283,CBN_CH8679G_Nelson-24G ,Successed ,Played ,10.118.252.82 ,110706830,80.78789092,879.1505711,104.802915
  ,2021/5/12, 05:19:49 ,    ,CBN_CH8679G_Nelson-5G ,Successed ,Played ,10.118.252.82 ,117257530,40.32129463,933.5743331,111.290733
  ,2021/5/12, 05:21:12 ,284,CBN_CH8679G_Nelson-24G ,Successed ,Played ,10.118.252.82 ,115292320,39.97990992,917.8631526,109.4178143
  ,2021/5/12, 05:22:33 ,    ,CBN_CH8679G_Nelson-5G ,Successed ,Played ,10.118.252.82 ,114637250,56.81974796,913.5516552,108.9038438
  ,2021/5/12, 05:28:16 ,285,CBN_CH8679G_Nelson-24G ,Connecting ,IGNORE ,10.118.252.82 ,115947390,44.66041483,927.4075377,110.5555937
  ,2021/5/12, 05:29:34 ,    ,CBN_CH8679G_Nelson-5G ,Successed ,Played ,10.118.252.82 ,115292320,45.79976868,918.7691137,109.5258133
  ,2021/5/12, 05:30:58 ,286,CBN_CH8679G_Nelson-24G ,Successed ,Played ,10.118.252.82 ,116602460,41.99863211,930.8148227,110.9617737
  ,2021/5/12, 05:32:18 ,    ,CBN_CH8679G_Nelson-5G ,Successed ,Played ,10.118.252.82 ,118567670,56.98043096,948.2492643,113.0401211
  ,2021/5/12, 05:33:30 ,287,CBN_CH8679G_Nelson-24G ,Connecting ,Played ,10.118.252.82 ,118567670,45.2595183,946.8302362,112.8709598
  ,2021/5/12, 05:34:52 ,    ,CBN_CH8679G_Nelson-5G ,Successed ,Played ,10.118.252.82 ,111361900,58.28731618,886.5052668,105.679663
  ,2021/5/12, 05:36:02 ,288,CBN_CH8679G_Nelson-24G ,Connecting ,Played ,10.118.252.82 ,113327110,42.55385412,906.5189727,108.0654827
  ,2021/5/12, 05:37:26 ,    ,CBN_CH8679G_Nelson-5G ,Successed ,Played ,10.118.252.82 ,117257530,52.95204199,933.9231312,111.332313
  ,2021/5/12, 05:38:38 ,289,CBN_CH8679G_Nelson-24G ,Scanning ,Played ,10.118.252.82 ,113327110,45.71829827,903.5033153,107.7059883
  ,2021/5/12, 05:40:00 ,    ,CBN_CH8679G_Nelson-5G ,Successed ,Played ,10.118.252.82 ,111361900,47.31339001,886.9572599,105.7335448
  ,2021/5/12, 05:41:11 ,290,CBN_CH8679G_Nelson-24G ,Scanning ,Played ,10.118.252.82 ,112016970,43.13800097,893.355568,106.4962826
  ,2021/5/12, 05:42:37 ,    ,CBN_CH8679G_Nelson-5G ,Successed ,Played ,10.118.252.82 ,115292320,45.87118568,916.8437979,109.2962978
  ,2021/5/12, 05:43:57 ,291,CBN_CH8679G_Nelson-24G ,Successed ,Played ,10.118.252.82 ,119877810,44.04298829,954.3584311,113.7683905
  ,2021/5/12, 05:45:11 ,    ,CBN_CH8679G_Nelson-5G ,Successed ,Played ,10.118.252.82 ,117912600,46.78754007,939.8263386,112.0360301
  ,2021/5/12, 05:46:22 ,292,CBN_CH8679G_Nelson-24G ,Scanning ,Played ,10.118.252.82 ,114637250,41.21636238,915.0326718,109.0803947
  ,2021/5/12, 05:47:49 ,    ,CBN_CH8679G_Nelson-5G ,Successed ,Played ,10.118.252.82 ,113982180,56.5737745,911.5968474,108.6708125
  ,2021/5/12, 05:49:03 ,293,CBN_CH8679G_Nelson-24G ,Scanning ,Played ,10.118.252.82 ,112016970,72.8402732,894.272082,106.6055396
  ,2021/5/12, 05:50:27 ,    ,CBN_CH8679G_Nelson-5G ,Successed ,Played ,10.118.252.82 ,112672040,44.70596859,901.1221592,107.4221324
  ,2021/5/12, 05:51:38 ,294,CBN_CH8679G_Nelson-24G ,Scanning ,Played ,10.118.252.82 ,114637250,58.74637028,916.98344,109.3129444
  ,2021/5/12, 05:52:59 ,    ,CBN_CH8679G_Nelson-5G ,Successed ,Played ,10.118.252.82 ,114637250,44.0214533,917.0070493,109.3157589
  ,2021/5/12, 05:54:21 ,295,CBN_CH8679G_Nelson-24G ,Successed ,Played ,10.118.252.82 ,111361900,47.24563806,887.4571347,105.7931345
  ,2021/5/12, 05:55:13 ,    ,CBN_CH8679G_Nelson-5G ,Successed ,IGNORE ,10.118.252.82 ,85159100,60.09544888,673.3241694,80.26649588
  ,2021/5/12, 05:56:25 ,296,CBN_CH8679G_Nelson-24G ,Scanning ,Played ,10.118.252.82 ,102190920,88.17104221,813.4810023,96.97449235
  ,2021/5/12, 05:57:49 ,    ,CBN_CH8679G_Nelson-5G ,Successed ,Played ,10.118.252.82 ,110706830,52.48588653,882.1586509,105.161506
  ,2021/5/12, 05:59:02 ,297,CBN_CH8679G_Nelson-24G ,Scanning ,Played ,10.118.252.82 ,111361900,42.81200531,888.3447298,105.8989441
  ,2021/5/12, 06:00:28 ,    ,CBN_CH8679G_Nelson-5G ,Successed ,Played ,10.118.252.82 ,115947390,84.98778136,922.7879667,110.0048979
  ,2021/5/12, 06:01:59 ,298,CBN_CH8679G_Nelson-24G ,Successed ,Played ,10.118.252.82 ,113982180,51.33682381,909.3812144,108.4066885
  ,2021/5/12, 06:03:18 ,    ,CBN_CH8679G_Nelson-5G ,Successed ,Played ,10.118.252.82 ,119222740,39.69010278,950.7860503,113.3425296
  ,2021/5/12, 06:04:36 ,299,CBN_CH8679G_Nelson-24G ,Scanning ,Played ,10.118.252.82 ,108086550,63.37337416,863.0113576,102.8789708
  ,2021/5/12, 06:06:10 ,    ,CBN_CH8679G_Nelson-5G ,Successed ,Played ,10.118.252.82 ,112672040,39.87423747,901.2572784,107.4382399
  ,2021/5/12, 06:07:33 ,300,CBN_CH8679G_Nelson-24G ,Successed ,Played ,10.118.252.82 ,115292320,40.24610586,921.3388678,109.8321519
  ,2021/5/12, 06:08:50 ,    ,CBN_CH8679G_Nelson-5G ,Successed ,Played ,10.118.252.82 ,115947390,38.94218046,927.4835921,110.5646601
  ,2021/5/12, 06:10:08 ,301,CBN_CH8679G_Nelson-24G ,Successed ,Played ,10.118.252.82 ,110706830,43.58555279,881.1738784,105.044112
  ,2021/5/12, 06:11:35 ,    ,CBN_CH8679G_Nelson-5G ,Successed ,Played ,10.118.252.82 ,117912600,66.01722889,940.9380814,112.1685602
  ,2021/5/12, 06:12:51 ,302,CBN_CH8679G_Nelson-24G ,Scanning ,Played ,10.118.252.82 ,94330080,88.5844616,753.4666896,89.82022877
  ,2021/5/12, 06:14:26 ,    ,CBN_CH8679G_Nelson-5G ,Successed ,Played ,10.118.252.82 ,116602460,43.42375113,929.2588869,110.7762917
  ,2021/5/12, 06:15:54 ,303,CBN_CH8679G_Nelson-24G ,Successed ,Played ,10.118.252.82 ,112016970,37.27911839,895.500799,106.752014
  ,2021/5/12, 06:17:14 ,    ,CBN_CH8679G_Nelson-5G ,Successed ,Played ,10.118.252.82 ,113982180,38.87059076,911.6531263,108.6775215
  ,2021/5/12, 06:18:28 ,304,CBN_CH8679G_Nelson-24G ,Scanning ,Played ,10.118.252.82 ,94330080,75.37527821,749.3771562,89.3327184
  ,2021/5/12, 06:19:39 ,    ,CBN_CH8679G_Nelson-5G ,Scanning ,Played ,10.118.252.82 ,106776410,83.23667958,853.4703977,101.7415998
  ,2021/5/12, 06:20:56 ,305,CBN_CH8679G_Nelson-24G ,Scanning ,Played ,10.118.252.82 ,106121340,81.80138632,848.8662891,101.1927472
  ,2021/5/12, 06:22:30 ,    ,CBN_CH8679G_Nelson-5G ,Successed ,Played ,10.118.252.82 ,115947390,44.75811105,926.1564225,110.4064491
  ,2021/5/12, 06:23:43 ,306,CBN_CH8679G_Nelson-24G ,Scanning ,Played ,10.118.252.82 ,109396690,44.04312135,871.0021912,103.8315524
  ,2021/5/12, 06:25:12 ,    ,CBN_CH8679G_Nelson-5G ,Successed ,Played ,10.118.252.82 ,113327110,87.8168749,905.3946642,107.9314547
  ,2021/5/12, 06:26:45 ,307,CBN_CH8679G_Nelson-24G ,Successed ,Played ,10.118.252.82 ,112016970,64.59296719,895.3576622,106.7349508
  ,2021/5/12, 06:28:00 ,    ,CBN_CH8679G_Nelson-5G ,Scanning ,Played ,10.118.252.82 ,102190920,83.13679083,816.7490316,97.3640718
  ,2021/5/12, 06:29:34 ,308,CBN_CH8679G_Nelson-24G ,Successed ,Played ,10.118.252.82 ,110706830,45.16543661,883.9618724,105.3764668
  ,2021/5/12, 06:30:59 ,    ,CBN_CH8679G_Nelson-5G ,Successed ,Played ,10.118.252.82 ,113982180,55.62163854,911.7937451,108.6942846
  ,2021/5/12, 06:32:14 ,309,CBN_CH8679G_Nelson-24G ,Scanning ,Played ,10.118.252.82 ,116602460,35.19655672,930.7711997,110.9565735
  ,2021/5/12, 06:33:43 ,    ,CBN_CH8679G_Nelson-5G ,Successed ,Played ,10.118.252.82 ,117912600,45.4052408,941.2687136,112.2079746
  ,2021/5/12, 06:35:04 ,310,CBN_CH8679G_Nelson-24G ,Successed ,Played ,10.118.252.82 ,113982180,50.63611096,907.938909,108.2347523
  ,2021/5/12, 06:36:11 ,    ,CBN_CH8679G_Nelson-5G ,Scanning ,Played ,10.118.252.82 ,115292320,48.48878193,918.1818662,109.455808
  ,2021/5/12, 06:37:22 ,311,CBN_CH8679G_Nelson-24G ,Scanning ,Played ,10.118.252.82 ,119222740,55.3414361,953.6607316,113.6852183
  ,2021/5/12, 06:38:48 ,    ,CBN_CH8679G_Nelson-5G ,Successed ,Played ,10.118.252.82 ,112672040,59.53000622,901.0465617,107.4131205
  ,2021/5/12, 06:40:08 ,312,CBN_CH8679G_Nelson-24G ,Successed ,Played ,10.118.252.82 ,118567670,41.06822589,944.5299882,112.5967489
  ,2021/5/12, 06:41:25 ,    ,CBN_CH8679G_Nelson-5G ,Successed ,Played ,10.118.252.82 ,118567670,69.05904227,944.9014776,112.6410338
  ,2021/5/12, 06:42:34 ,313,CBN_CH8679G_Nelson-24G ,Scanning ,Played ,10.118.252.82 ,113327110,44.22604605,902.6184453,107.6005036
  ,2021/5/12, 06:43:57 ,    ,CBN_CH8679G_Nelson-5G ,Successed ,Played ,10.118.252.82 ,113982180,49.41304896,911.7507073,108.6891541
  ,2021/5/12, 06:45:06 ,314,CBN_CH8679G_Nelson-24G ,Connecting ,Played ,10.118.252.82 ,113327110,50.81025488,906.2381198,108.0320024
  ,2021/5/12, 06:46:28 ,    ,CBN_CH8679G_Nelson-5G ,Successed ,Played ,10.118.252.82 ,115947390,60.43517964,923.9755681,110.146471
  ,2021/5/12, 06:47:47 ,315,CBN_CH8679G_Nelson-24G ,Successed ,Played ,10.118.252.82 ,118567670,55.2630587,948.2370599,113.0386662
  ,2021/5/12, 06:49:08 ,    ,CBN_CH8679G_Nelson-5G ,Successed ,Played ,10.118.252.82 ,108741620,92.97425836,863.7641049,102.9687053
  ,2021/5/12, 06:50:18 ,316,CBN_CH8679G_Nelson-24G ,Scanning ,Played ,10.118.252.82 ,116602460,55.39444703,930.9020808,110.9721757
  ,2021/5/12, 06:51:41 ,    ,CBN_CH8679G_Nelson-5G ,Successed ,Played ,10.118.252.82 ,112016970,45.60456444,890.8469256,106.1972291
  ,2021/5/12, 06:52:50 ,317,CBN_CH8679G_Nelson-24G ,Scanning ,Played ,10.118.252.82 ,108086550,51.25029605,861.7975536,102.7342741
  ,2021/5/12, 06:54:01 ,    ,CBN_CH8679G_Nelson-5G ,Scanning ,Played ,10.118.252.82 ,113982180,43.57064691,909.5289198,108.4242964
  ,2021/5/12, 06:55:10 ,318,CBN_CH8679G_Nelson-24G ,Scanning ,Played ,10.118.252.82 ,114637250,37.48990696,916.9392852,109.3076808
  ,2021/5/12, 06:56:29 ,    ,CBN_CH8679G_Nelson-5G ,Successed ,IGNORE ,10.118.252.82 ,112016970,41.64774064,891.8770051,106.3200241
  ,2021/5/12, 06:57:41 ,319,CBN_CH8679G_Nelson-24G ,Scanning ,Played ,10.118.252.82 ,112016970,56.75764391,891.8317187,106.3146256
  ,2021/5/12, 06:59:05 ,    ,CBN_CH8679G_Nelson-5G ,Successed ,Played ,10.118.252.82 ,115292320,71.55847922,921.0591843,109.798811
  ,2021/5/12, 07:00:25 ,320,CBN_CH8679G_Nelson-24G ,Successed ,Played ,10.118.252.82 ,116602460,56.7059766,930.5212771,110.9267804
  ,2021/5/12, 07:01:44 ,    ,CBN_CH8679G_Nelson-5G ,Successed ,Played ,10.118.252.82 ,115947390,40.66090349,925.6482879,110.3458748
  ,2021/5/12, 07:07:27 ,321,CBN_CH8679G_Nelson-24G ,Connecting ,IGNORE ,10.118.252.82 ,119222740,60.87361579,953.6864218,113.6882808
  ,2021/5/12, 07:08:46 ,    ,CBN_CH8679G_Nelson-5G ,Successed ,Played ,10.118.252.82 ,115947390,45.9100084,923.5570717,110.0965824
  ,2021/5/12, 07:09:56 ,322,CBN_CH8679G_Nelson-24G ,Scanning ,Played ,10.118.252.82 ,112672040,41.62462993,899.9786005,107.2858096
  ,2021/5/12, 07:11:25 ,    ,CBN_CH8679G_Nelson-5G ,Successed ,Played ,10.118.252.82 ,113982180,47.68401509,911.4882206,108.6578632
  ,2021/5/12, 07:12:51 ,323,CBN_CH8679G_Nelson-24G ,Successed ,Played ,10.118.252.82 ,118567670,66.41108687,947.958252,113.0054297
  ,2021/5/12, 07:14:09 ,    ,CBN_CH8679G_Nelson-5G ,Successed ,Played ,10.118.252.82 ,109396690,45.60730079,871.7033778,103.9151404
  ,2021/5/12, 07:15:31 ,324,CBN_CH8679G_Nelson-24G ,Successed ,Played ,10.118.252.82 ,115292320,39.60823477,919.0950077,109.5646629
  ,2021/5/12, 07:16:55 ,    ,CBN_CH8679G_Nelson-5G ,Successed ,Played ,10.118.252.82 ,110706830,89.52478476,881.9881567,105.1411816
  ,2021/5/12, 07:18:20 ,325,CBN_CH8679G_Nelson-24G ,Successed ,Played ,10.118.252.82 ,112672040,45.79354353,901.0654599,107.4153733
  ,2021/5/12, 07:19:45 ,    ,CBN_CH8679G_Nelson-5G ,Successed ,Played ,10.118.252.82 ,115292320,39.27670037,918.5860771,109.5039936
  ,2021/5/12, 07:21:00 ,326,CBN_CH8679G_Nelson-24G ,Scanning ,Played ,10.118.252.82 ,114637250,57.56681633,916.3099956,109.2326636
  ,2021/5/12, 07:22:34 ,    ,CBN_CH8679G_Nelson-5G ,Successed ,Played ,10.118.252.82 ,112672040,43.0903078,897.0613697,106.9380486
  ,2021/5/12, 07:23:50 ,327,CBN_CH8679G_Nelson-24G ,Scanning ,Played ,10.118.252.82 ,114637250,45.21388942,914.422516,109.0076585
  ,2021/5/12, 07:25:21 ,    ,CBN_CH8679G_Nelson-5G ,Successed ,Played ,10.118.252.82 ,117257530,47.57533099,935.3364985,111.5007995
  ,2021/5/12, 07:26:39 ,328,CBN_CH8679G_Nelson-24G ,Scanning ,Played ,10.118.252.82 ,114637250,82.62823964,914.6447317,109.0341487
  ,2021/5/12, 07:28:02 ,    ,CBN_CH8679G_Nelson-5G ,Successed ,Played ,10.118.252.82 ,118567670,45.64927223,944.8826269,112.6387867
  ,2021/5/12, 07:29:19 ,329,CBN_CH8679G_Nelson-24G ,Scanning ,Played ,10.118.252.82 ,117912600,88.25913809,941.5552104,112.2421277
  ,2021/5/12, 07:30:37 ,    ,CBN_CH8679G_Nelson-5G ,Scanning ,Played ,10.118.252.82 ,109396690,44.27899236,871.6346572,103.9069482
  ,2021/5/12, 07:32:07 ,330,CBN_CH8679G_Nelson-24G ,Successed ,Played ,10.118.252.82 ,94330080,88.18659515,754.5267676,89.94659991
  ,2021/5/12, 07:33:37 ,    ,CBN_CH8679G_Nelson-5G ,Successed ,Played ,10.118.252.82 ,108741620,42.05096024,867.5619201,103.4214401
  ,2021/5/12, 07:34:54 ,331,CBN_CH8679G_Nelson-24G ,Scanning ,Played ,10.118.252.82 ,110051760,47.32884523,879.567081,104.8525668
  ,2021/5/12, 07:36:14 ,    ,CBN_CH8679G_Nelson-5G ,Successed ,Played ,10.118.252.82 ,116602460,48.39914935,932.0525812,111.109326
